email_id,campaign_type,subject_line,sent_date,device_type,region,customer_segment,delivered,opened,clicked,converted,unsubscribed
EM102292,Welcome,Version_B,2025-03-16,Mobile,South,New,1,0,0,0,0
EM102293,Promotional,Version_A,2025-06-15,Mobile,South,Returning,1,0,0,0,0
EM102294,Welcome,Version_A,2025-01-22,Mobile,West,VIP,1,1,0,0,0
EM102295,Welcome,Version_B,2024-12-18,Mobile,East,Returning,1,0,0,0,0
EM102296,Welcome,Version_A,2025-01-13,Desktop,East,Returning,1,0,0,0,0
EM102297,Welcome,Version_B,2025-05-29,Desktop,East,New,1,0,0,0,0
EM102298,Welcome,Version_A,2025-02-03,Mobile,West,Returning,1,0,0,0,0
EM102299,Promotional,Version_A,2025-01-19,Desktop,West,Returning,1,1,0,0,0
EM102300,Newsletter,Version_B,2025-03-19,Mobile,South,Returning,1,0,0,0,0
EM102301,Promotional,Version_B,2025-04-06,Desktop,West,New,1,1,0,0,0
EM102302,Promotional,Version_A,2025-04-10,Mobile,East,Returning,1,1,0,0,0
EM102303,Promotional,Version_B,2025-02-12,Desktop,East,New,1,1,1,0,0
EM102304,Newsletter,Version_B,2025-02-03,Mobile,North,Returning,1,0,0,0,0
EM102305,Promotional,Version_A,2025-06-09,Mobile,West,New,1,0,0,0,0
EM102306,Welcome,Version_B,2024-12-29,Desktop,East,New,1,0,0,0,0
EM102307,Promotional,Version_B,2025-03-15,Mobile,East,New,1,0,0,0,0
EM102308,Welcome,Version_A,2025-04-17,Tablet,South,Returning,1,1,0,0,0
EM102309,Promotional,Version_B,2025-03-08,Desktop,West,Returning,1,0,0,0,0
EM102310,Promotional,Version_B,2025-05-19,Mobile,East,VIP,1,0,0,0,0
EM102311,Newsletter,Version_B,2025-05-16,Desktop,South,Returning,1,0,0,0,0
EM102312,Promotional,Version_A,2025-05-27,Mobile,North,New,1,0,0,0,0
EM102313,Newsletter,Version_A,2024-12-18,Mobile,North,Returning,1,0,0,0,0
EM102314,Newsletter,Version_B,2025-01-04,Tablet,South,Returning,1,0,0,0,0
EM102315,Welcome,Version_A,2025-03-15,Mobile,West,New,1,1,0,0,0
EM102316,Promotional,Version_A,2025-02-21,Desktop,East,Returning,1,0,0,0,0
EM102317,Promotional,Version_A,2025-05-01,Mobile,West,New,1,0,0,0,0
EM102318,Promotional,Version_A,2025-02-02,Desktop,South,New,1,0,0,0,0
EM102319,Promotional,Version_B,2024-12-24,Mobile,East,Returning,1,0,0,0,0
EM102320,Newsletter,Version_A,2025-03-14,Mobile,East,Returning,1,0,0,0,0
EM102321,Newsletter,Version_B,2025-05-07,Tablet,East,Returning,1,0,0,0,0
EM102322,Promotional,Version_A,2025-05-29,Mobile,West,New,1,0,0,0,0
EM102323,Promotional,Version_B,2025-02-19,Desktop,West,VIP,1,0,0,0,0
EM102324,Newsletter,Version_A,2025-01-03,Desktop,South,Returning,0,0,0,0,0
EM102325,Newsletter,Version_B,2025-04-04,Desktop,North,Returning,0,0,0,0,0
EM102326,Newsletter,Version_B,2025-02-21,Desktop,South,Returning,1,1,0,0,0
EM102327,Welcome,Version_A,2025-01-08,Mobile,East,Returning,1,1,0,0,0
EM102328,Promotional,Version_B,2025-03-13,Mobile,South,New,1,0,0,0,0
EM102329,Welcome,Version_A,2025-02-06,Tablet,North,Returning,1,0,0,0,0
EM102330,Promotional,Version_B,2024-12-26,Desktop,South,Returning,1,0,0,0,0
EM102331,Welcome,Version_B,2025-02-17,Mobile,North,New,1,0,0,0,0
EM102332,Promotional,Version_B,2025-06-14,Mobile,North,Returning,1,1,1,1,0
EM102333,Promotional,Version_B,2025-02-19,Desktop,East,Returning,1,0,0,0,0
EM102334,Welcome,Version_A,2025-05-12,Tablet,North,Returning,1,0,0,0,0
EM102335,Promotional,Version_A,2025-04-26,Tablet,West,New,1,0,0,0,0
EM102336,Promotional,Version_A,2025-03-03,Desktop,South,New,1,1,0,0,0
EM102337,Promotional,Version_B,2025-04-25,Mobile,South,New,1,0,0,0,0
EM102338,Welcome,Version_B,2025-01-02,Tablet,West,Returning,1,0,0,0,0
EM102339,Promotional,Version_A,2025-03-05,Desktop,West,New,1,0,0,0,0
EM102340,Newsletter,Version_B,2025-02-07,Mobile,East,New,1,1,0,0,0
EM102341,Welcome,Version_A,2025-02-13,Mobile,South,VIP,1,1,1,0,0
EM102342,Welcome,Version_A,2025-03-25,Mobile,West,New,1,0,0,0,0
EM102343,Promotional,Version_B,2025-05-15,Desktop,East,Returning,1,1,0,0,0
EM102344,Newsletter,Version_A,2025-05-10,Mobile,South,VIP,1,0,0,0,0
EM102345,Promotional,Version_B,2025-01-07,Mobile,South,Returning,1,0,0,0,0
EM102346,Promotional,Version_A,2025-02-06,Mobile,West,Returning,1,0,0,0,0
EM102347,Promotional,Version_B,2025-05-12,Mobile,North,VIP,1,0,0,0,0
EM102348,Promotional,Version_A,2025-03-05,Mobile,North,VIP,1,1,1,1,0
EM102349,Welcome,Version_A,2025-01-02,Desktop,West,Returning,1,0,0,0,0
EM102350,Promotional,Version_B,2025-06-13,Mobile,North,New,1,1,1,0,0
EM102351,Newsletter,Version_B,2025-06-10,Tablet,South,Returning,1,1,0,0,0
EM102352,Promotional,Version_A,2025-05-14,Desktop,East,Returning,1,1,0,0,0
EM102353,Newsletter,Version_A,2025-01-20,Tablet,East,VIP,1,0,0,0,0
EM102354,Newsletter,Version_B,2025-01-11,Desktop,West,Returning,1,1,0,0,0
EM102355,Welcome,Version_A,2025-03-04,Mobile,East,Returning,1,0,0,0,0
EM102356,Newsletter,Version_B,2025-02-23,Mobile,West,Returning,1,0,0,0,0
EM102357,Welcome,Version_B,2025-05-12,Mobile,North,New,1,1,0,0,0
EM102358,Promotional,Version_A,2025-01-04,Tablet,South,New,1,0,0,0,0
EM102359,Welcome,Version_A,2025-06-01,Mobile,North,Returning,1,0,0,0,0
EM102360,Welcome,Version_B,2025-01-18,Desktop,West,New,0,0,0,0,0
EM102361,Promotional,Version_A,2025-04-03,Desktop,South,New,1,1,1,1,0
EM102362,Promotional,Version_B,2024-12-15,Tablet,South,Returning,1,1,0,0,0
EM102363,Promotional,Version_A,2025-03-16,Desktop,South,New,1,1,1,0,0
EM102364,Promotional,Version_B,2025-03-15,Desktop,North,VIP,1,0,0,0,0
EM102365,Welcome,Version_A,2025-02-22,Mobile,South,New,1,0,0,0,0
EM102366,Welcome,Version_B,2025-04-25,Desktop,North,VIP,1,1,1,0,0
EM102367,Promotional,Version_A,2024-12-15,Mobile,North,Returning,1,0,0,0,0
EM102368,Promotional,Version_A,2025-05-12,Desktop,South,New,1,0,0,0,0
EM102369,Newsletter,Version_B,2025-03-23,Mobile,West,Returning,1,0,0,0,0
EM102370,Promotional,Version_A,2025-03-16,Mobile,South,VIP,1,1,1,0,0
EM102371,Newsletter,Version_A,2025-03-06,Tablet,South,New,1,1,0,0,0
EM102372,Promotional,Version_A,2025-04-09,Mobile,North,Returning,1,0,0,0,0
EM102373,Promotional,Version_A,2025-04-18,Desktop,South,VIP,1,0,0,0,0
EM102374,Promotional,Version_B,2025-02-04,Desktop,West,New,1,1,1,1,0
EM102375,Promotional,Version_B,2025-03-23,Desktop,South,Returning,0,0,0,0,0
EM102376,Promotional,Version_A,2025-02-05,Mobile,West,New,1,1,0,0,0
EM102377,Newsletter,Version_B,2025-03-09,Mobile,East,New,1,0,0,0,0
EM102378,Promotional,Version_B,2025-03-04,Desktop,East,New,1,0,0,0,0
EM102379,Newsletter,Version_B,2025-02-08,Desktop,East,New,1,1,1,1,0
EM102380,Newsletter,Version_A,2025-03-27,Mobile,South,New,1,0,0,0,1
EM102381,Newsletter,Version_B,2025-03-11,Mobile,North,New,1,0,0,0,0
EM102382,Newsletter,Version_B,2025-01-16,Mobile,West,New,1,1,0,0,0
EM102383,Promotional,Version_A,2025-01-06,Tablet,East,Returning,1,1,0,0,0
EM102384,Promotional,Version_A,2024-12-20,Mobile,West,Returning,1,0,0,0,0
EM102385,Promotional,Version_A,2025-03-09,Mobile,North,Returning,1,1,0,0,0
EM102386,Promotional,Version_B,2025-06-07,Desktop,West,New,1,0,0,0,0
EM102387,Promotional,Version_A,2024-12-19,Mobile,West,VIP,1,1,1,0,0
EM102388,Newsletter,Version_B,2025-03-01,Tablet,East,New,1,1,0,0,0
EM102389,Promotional,Version_A,2025-03-07,Mobile,West,New,1,1,0,0,0
EM102390,Promotional,Version_B,2024-12-23,Mobile,East,Returning,1,1,1,0,0
EM102391,Welcome,Version_B,2024-12-17,Mobile,North,Returning,1,1,1,0,0
EM102392,Promotional,Version_B,2025-01-29,Mobile,East,New,1,0,0,0,0
EM102393,Welcome,Version_B,2025-01-22,Mobile,West,New,1,0,0,0,0
EM102394,Newsletter,Version_B,2024-12-27,Mobile,North,Returning,1,1,1,0,0
EM102395,Promotional,Version_A,2025-01-24,Mobile,South,Returning,1,0,0,0,0
EM102396,Welcome,Version_B,2025-05-02,Desktop,South,New,1,0,0,0,0
EM102397,Welcome,Version_A,2025-01-24,Mobile,North,VIP,1,1,1,0,0
EM102398,Promotional,Version_B,2025-02-27,Tablet,North,New,1,0,0,0,0
EM102399,Promotional,Version_A,2025-06-07,Desktop,West,Returning,1,1,0,0,0
EM102400,Promotional,Version_B,2025-06-09,Mobile,South,New,1,1,0,0,0
EM102401,Welcome,Version_B,2025-01-18,Mobile,North,New,1,1,1,0,0
EM102402,Promotional,Version_A,2025-05-26,Mobile,South,New,1,0,0,0,0
EM102403,Promotional,Version_A,2025-02-19,Mobile,South,Returning,1,0,0,0,0
EM102404,Promotional,Version_B,2025-04-25,Mobile,West,New,1,0,0,0,0
EM102405,Promotional,Version_A,2025-01-07,Mobile,North,Returning,1,1,1,1,0
EM102406,Promotional,Version_A,2025-03-18,Desktop,East,VIP,1,0,0,0,0
EM102407,Welcome,Version_A,2025-03-20,Desktop,North,Returning,1,0,0,0,0
EM102408,Newsletter,Version_B,2025-04-06,Mobile,South,New,1,0,0,0,0
EM102409,Promotional,Version_B,2025-03-08,Mobile,East,New,1,1,0,0,0
EM102410,Promotional,Version_B,2025-05-27,Desktop,East,Returning,1,0,0,0,0
EM102411,Welcome,Version_B,2025-02-08,Mobile,South,New,1,0,0,0,0
EM102412,Promotional,Version_A,2024-12-18,Desktop,East,VIP,1,1,0,0,0
EM102413,Welcome,Version_B,2025-05-31,Desktop,East,VIP,1,0,0,0,0
EM102414,Promotional,Version_A,2025-06-03,Tablet,North,New,1,0,0,0,0
EM102415,Newsletter,Version_A,2025-02-10,Mobile,South,New,1,0,0,0,0
EM102416,Promotional,Version_A,2025-02-14,Tablet,West,VIP,1,0,0,0,0
EM102417,Welcome,Version_B,2025-04-28,Desktop,East,Returning,0,0,0,0,0
EM102418,Welcome,Version_B,2025-04-30,Desktop,South,Returning,1,1,0,0,0
EM102419,Promotional,Version_A,2025-01-05,Mobile,North,New,1,0,0,0,0
EM102420,Welcome,Version_B,2024-12-18,Mobile,North,New,0,0,0,0,0
EM102421,Welcome,Version_A,2025-04-21,Tablet,North,VIP,1,0,0,0,0
EM102422,Newsletter,Version_A,2025-05-27,Desktop,East,New,1,0,0,0,0
EM102423,Promotional,Version_A,2025-01-18,Mobile,West,Returning,1,1,0,0,0
EM102424,Promotional,Version_B,2025-01-16,Mobile,North,New,1,0,0,0,1
EM102425,Newsletter,Version_B,2025-04-28,Mobile,West,VIP,1,1,0,0,0
EM102426,Welcome,Version_A,2025-03-29,Desktop,South,Returning,0,0,0,0,0
EM102427,Newsletter,Version_B,2025-06-15,Desktop,North,New,1,0,0,0,0
EM102428,Promotional,Version_A,2025-04-14,Mobile,East,New,1,0,0,0,0
EM102429,Newsletter,Version_B,2025-06-07,Mobile,North,Returning,1,0,0,0,0
EM102430,Promotional,Version_B,2025-02-16,Mobile,East,New,1,0,0,0,0
EM102431,Newsletter,Version_A,2025-04-14,Mobile,South,Returning,1,0,0,0,0
EM102432,Newsletter,Version_B,2025-06-03,Mobile,West,New,1,1,1,0,0
EM102433,Promotional,Version_B,2025-01-01,Mobile,West,New,1,1,0,0,0
EM102434,Newsletter,Version_A,2024-12-17,Mobile,West,Returning,0,0,0,0,0
EM102435,Promotional,Version_B,2025-02-11,Tablet,North,Returning,1,0,0,0,0
EM102436,Promotional,Version_A,2025-04-09,Desktop,North,Returning,1,0,0,0,0
EM102437,Promotional,Version_A,2025-01-22,Tablet,South,Returning,1,0,0,0,0
EM102438,Promotional,Version_A,2025-02-16,Mobile,West,Returning,1,1,1,0,0
EM102439,Welcome,Version_A,2025-03-05,Desktop,South,Returning,1,0,0,0,0
EM102440,Promotional,Version_B,2025-02-12,Desktop,East,New,1,0,0,0,0
EM102441,Promotional,Version_B,2025-03-29,Mobile,North,New,1,0,0,0,0
EM102442,Newsletter,Version_B,2025-06-02,Mobile,West,New,1,0,0,0,0
EM102443,Newsletter,Version_A,2025-04-02,Desktop,North,Returning,1,1,0,0,0
EM102444,Promotional,Version_A,2024-12-19,Tablet,West,Returning,1,0,0,0,0
EM102445,Promotional,Version_A,2025-01-29,Mobile,West,New,1,0,0,0,0
EM102446,Promotional,Version_B,2025-04-25,Mobile,North,Returning,0,0,0,0,0
EM102447,Welcome,Version_B,2024-12-28,Desktop,North,New,1,1,0,0,0
EM102448,Welcome,Version_B,2024-12-25,Tablet,South,Returning,1,0,0,0,0
EM102449,Promotional,Version_A,2025-01-05,Desktop,North,New,1,0,0,0,0
EM102450,Promotional,Version_B,2025-03-30,Mobile,North,Returning,1,0,0,0,0
EM102451,Newsletter,Version_B,2024-12-19,Mobile,North,Returning,1,0,0,0,1
EM102452,Promotional,Version_A,2025-06-13,Mobile,East,Returning,1,1,1,1,0
EM102453,Promotional,Version_B,2025-05-03,Desktop,East,VIP,1,0,0,0,0
EM102454,Promotional,Version_A,2025-05-12,Desktop,East,Returning,1,0,0,0,0
EM102455,Welcome,Version_A,2025-03-03,Desktop,South,Returning,1,0,0,0,0
EM102456,Promotional,Version_A,2025-01-07,Mobile,South,New,1,0,0,0,0
EM102457,Promotional,Version_A,2024-12-27,Tablet,West,New,1,0,0,0,0
EM102458,Promotional,Version_A,2025-03-20,Desktop,South,VIP,1,0,0,0,0
EM102459,Promotional,Version_A,2025-01-09,Tablet,North,VIP,1,0,0,0,0
EM102460,Newsletter,Version_A,2025-01-23,Desktop,West,Returning,1,0,0,0,0
EM102461,Newsletter,Version_B,2025-01-09,Desktop,North,New,1,0,0,0,0
EM102462,Promotional,Version_B,2025-06-05,Desktop,West,VIP,1,0,0,0,0
EM102463,Promotional,Version_B,2025-01-13,Mobile,South,New,1,1,0,0,0
EM102464,Promotional,Version_A,2025-02-16,Tablet,East,New,1,0,0,0,0
EM102465,Welcome,Version_A,2025-04-04,Mobile,North,Returning,1,1,0,0,0
EM102466,Promotional,Version_A,2025-02-25,Desktop,West,New,1,1,0,0,0
EM102467,Welcome,Version_A,2025-03-12,Tablet,East,New,1,0,0,0,0
EM102468,Promotional,Version_B,2025-04-17,Mobile,North,Returning,1,0,0,0,1
EM102469,Promotional,Version_B,2025-05-29,Desktop,North,New,1,0,0,0,0
EM102470,Welcome,Version_B,2025-05-09,Desktop,East,VIP,1,1,1,0,0
EM102471,Newsletter,Version_B,2025-04-30,Desktop,South,VIP,1,0,0,0,0
EM102472,Newsletter,Version_A,2025-04-21,Desktop,East,Returning,1,0,0,0,0
EM102473,Newsletter,Version_A,2025-01-21,Desktop,South,VIP,1,0,0,0,0
EM102474,Promotional,Version_B,2025-05-12,Desktop,West,Returning,1,0,0,0,0
EM102475,Newsletter,Version_A,2025-02-23,Mobile,South,Returning,1,0,0,0,0
EM102476,Welcome,Version_A,2025-05-03,Mobile,West,Returning,1,0,0,0,0
EM102477,Newsletter,Version_A,2025-01-19,Mobile,West,Returning,1,0,0,0,0
EM102478,Welcome,Version_A,2025-04-15,Desktop,West,New,1,1,1,0,0
EM102479,Newsletter,Version_A,2024-12-25,Mobile,West,Returning,1,1,0,0,0
EM102480,Promotional,Version_B,2025-04-21,Desktop,North,Returning,1,0,0,0,0
EM102481,Newsletter,Version_B,2025-01-10,Mobile,West,Returning,1,1,0,0,0
EM102482,Newsletter,Version_A,2025-02-26,Desktop,North,Returning,1,0,0,0,0
EM102483,Welcome,Version_A,2025-03-05,Mobile,North,Returning,1,1,0,0,0
EM102484,Promotional,Version_B,2025-03-31,Desktop,West,Returning,1,0,0,0,0
EM102485,Newsletter,Version_A,2025-02-17,Desktop,South,Returning,1,0,0,0,0
EM102486,Promotional,Version_A,2025-05-25,Tablet,South,New,1,0,0,0,0
EM102487,Newsletter,Version_A,2025-04-20,Desktop,East,Returning,1,0,0,0,0
EM102488,Promotional,Version_A,2025-01-17,Desktop,North,New,1,1,0,0,0
EM102489,Promotional,Version_B,2025-02-16,Tablet,North,VIP,1,0,0,0,0
EM102490,Promotional,Version_B,2024-12-31,Desktop,South,Returning,1,0,0,0,0
EM102491,Welcome,Version_A,2025-06-11,Mobile,North,Returning,1,0,0,0,0
EM102492,Newsletter,Version_A,2025-03-29,Desktop,South,VIP,1,1,0,0,0
EM102493,Promotional,Version_A,2025-03-13,Desktop,East,Returning,1,0,0,0,0
EM102494,Promotional,Version_A,2025-04-01,Mobile,West,New,1,1,1,0,0
EM102495,Promotional,Version_B,2025-06-08,Desktop,West,Returning,1,0,0,0,0
EM102496,Promotional,Version_B,2025-05-02,Desktop,West,New,1,0,0,0,0
EM102497,Newsletter,Version_B,2025-05-11,Tablet,East,New,1,1,1,0,0
EM102498,Newsletter,Version_B,2025-02-20,Tablet,North,Returning,1,0,0,0,0
EM102499,Promotional,Version_B,2025-05-25,Mobile,East,Returning,1,1,1,1,0
EM102500,Newsletter,Version_B,2025-01-25,Mobile,North,Returning,1,1,0,0,0
EM102501,Newsletter,Version_A,2025-06-01,Mobile,North,Returning,1,0,0,0,0
EM102502,Promotional,Version_A,2025-05-08,Mobile,West,New,1,0,0,0,0
EM102503,Newsletter,Version_B,2024-12-26,Desktop,South,Returning,1,1,0,0,0
EM102504,Welcome,Version_A,2025-02-20,Mobile,South,New,0,0,0,0,0
EM102505,Welcome,Version_B,2025-01-24,Desktop,West,New,1,0,0,0,0
EM102506,Newsletter,Version_B,2025-05-05,Desktop,North,Returning,1,1,1,0,0
EM102507,Promotional,Version_B,2024-12-18,Desktop,East,New,1,0,0,0,0
EM102508,Newsletter,Version_A,2025-04-19,Mobile,West,New,1,0,0,0,0
EM102509,Newsletter,Version_B,2025-03-01,Mobile,West,New,1,0,0,0,0
EM102510,Welcome,Version_A,2025-02-26,Mobile,East,Returning,1,1,1,0,0
EM102511,Newsletter,Version_B,2025-05-05,Mobile,North,Returning,1,0,0,0,0
EM102512,Promotional,Version_A,2024-12-23,Tablet,West,VIP,1,0,0,0,0
EM102513,Promotional,Version_B,2025-06-03,Desktop,West,Returning,0,0,0,0,0
EM102514,Promotional,Version_B,2025-05-11,Mobile,North,New,1,1,0,0,0
EM102515,Newsletter,Version_A,2024-12-15,Desktop,East,New,1,1,0,0,0
EM102516,Welcome,Version_A,2025-04-01,Mobile,East,New,1,0,0,0,0
EM102517,Promotional,Version_B,2025-03-17,Desktop,South,Returning,1,0,0,0,0
EM102518,Promotional,Version_A,2025-02-24,Mobile,South,Returning,1,0,0,0,0
EM102519,Newsletter,Version_B,2024-12-31,Desktop,East,Returning,1,0,0,0,0
EM102520,Promotional,Version_A,2025-03-13,Mobile,South,New,1,0,0,0,0
EM102521,Welcome,Version_B,2025-01-03,Mobile,South,New,1,0,0,0,0
EM102522,Promotional,Version_B,2025-02-11,Mobile,North,New,1,1,0,0,0
EM102523,Promotional,Version_A,2025-05-04,Mobile,West,Returning,1,0,0,0,0
EM102524,Newsletter,Version_A,2025-04-14,Desktop,South,New,0,0,0,0,0
EM102525,Promotional,Version_B,2025-03-01,Mobile,South,Returning,0,0,0,0,0
EM102526,Welcome,Version_A,2025-06-07,Desktop,North,New,1,0,0,0,0
EM102527,Newsletter,Version_A,2025-02-02,Desktop,East,Returning,1,0,0,0,0
EM102528,Welcome,Version_B,2025-03-18,Desktop,South,New,1,1,0,0,0
EM102529,Newsletter,Version_A,2025-05-31,Desktop,West,New,1,0,0,0,0
EM102530,Promotional,Version_A,2025-04-28,Mobile,South,New,1,1,0,0,0
EM102531,Newsletter,Version_B,2025-02-07,Desktop,West,New,1,0,0,0,0
EM102532,Promotional,Version_A,2025-02-03,Tablet,East,New,1,0,0,0,0
EM102533,Welcome,Version_A,2025-02-28,Desktop,South,Returning,1,1,0,0,0
EM102534,Newsletter,Version_A,2025-04-23,Desktop,West,New,1,1,0,0,0
EM102535,Newsletter,Version_B,2024-12-28,Desktop,West,New,1,0,0,0,0
EM102536,Newsletter,Version_B,2025-03-30,Mobile,West,Returning,1,0,0,0,0
EM102537,Welcome,Version_B,2025-05-08,Desktop,East,Returning,1,0,0,0,0
EM102538,Newsletter,Version_A,2025-03-01,Tablet,West,New,1,0,0,0,0
EM102539,Newsletter,Version_A,2025-04-22,Mobile,North,Returning,1,0,0,0,0
EM102540,Promotional,Version_A,2025-04-12,Desktop,East,Returning,1,0,0,0,0
EM102541,Newsletter,Version_A,2025-04-04,Mobile,West,New,1,0,0,0,0
EM102542,Newsletter,Version_B,2024-12-15,Mobile,East,Returning,1,0,0,0,0
EM102543,Promotional,Version_A,2025-04-04,Desktop,East,New,1,0,0,0,0
EM102544,Welcome,Version_A,2025-01-09,Desktop,North,New,1,0,0,0,0
EM102545,Promotional,Version_A,2025-04-09,Desktop,West,VIP,1,0,0,0,0
EM102546,Welcome,Version_B,2025-06-06,Tablet,East,New,1,0,0,0,0
EM102547,Promotional,Version_B,2024-12-27,Mobile,East,New,1,1,1,0,0
EM102548,Promotional,Version_B,2025-01-17,Desktop,West,VIP,1,1,1,1,0
EM102549,Welcome,Version_B,2025-02-14,Mobile,North,Returning,1,1,0,0,0
EM102550,Promotional,Version_A,2025-02-25,Mobile,South,Returning,1,1,0,0,0
EM102551,Welcome,Version_A,2025-02-03,Mobile,West,Returning,1,1,1,1,0
EM102552,Newsletter,Version_A,2025-01-24,Desktop,South,Returning,1,0,0,0,0
EM102553,Newsletter,Version_B,2025-02-07,Mobile,West,Returning,1,0,0,0,0
EM102554,Welcome,Version_B,2025-05-19,Desktop,West,New,1,0,0,0,0
EM102555,Newsletter,Version_B,2025-03-18,Desktop,East,New,1,0,0,0,0
EM102556,Promotional,Version_B,2025-04-28,Mobile,West,New,1,0,0,0,0
EM102557,Promotional,Version_B,2024-12-16,Desktop,North,New,1,0,0,0,0
EM102558,Welcome,Version_B,2024-12-16,Mobile,North,New,1,0,0,0,0
EM102559,Promotional,Version_B,2025-05-19,Mobile,West,Returning,1,1,0,0,0
EM102560,Newsletter,Version_B,2025-02-06,Desktop,East,New,1,0,0,0,0
EM102561,Newsletter,Version_A,2025-03-18,Mobile,East,New,1,1,0,0,0
EM102562,Welcome,Version_B,2025-02-10,Desktop,South,Returning,1,1,0,0,0
EM102563,Welcome,Version_B,2025-06-07,Desktop,West,Returning,0,0,0,0,0
EM102564,Promotional,Version_A,2025-02-13,Desktop,South,VIP,1,0,0,0,0
EM102565,Promotional,Version_B,2025-03-28,Desktop,East,Returning,1,1,1,0,0
EM102566,Welcome,Version_B,2025-05-31,Mobile,North,VIP,1,1,1,0,0
EM102567,Promotional,Version_A,2025-01-01,Mobile,East,Returning,1,1,0,0,0
EM102568,Newsletter,Version_B,2025-05-05,Mobile,North,Returning,1,1,1,0,0
EM102569,Newsletter,Version_A,2025-01-08,Mobile,South,VIP,1,0,0,0,0
EM102570,Promotional,Version_B,2025-05-01,Mobile,East,Returning,1,0,0,0,0
EM102571,Newsletter,Version_B,2025-03-24,Tablet,North,Returning,1,0,0,0,0
EM102572,Promotional,Version_A,2025-01-31,Mobile,South,Returning,1,0,0,0,0
EM102573,Promotional,Version_A,2025-06-08,Desktop,East,New,1,0,0,0,0
EM102574,Welcome,Version_B,2025-02-05,Mobile,West,VIP,1,0,0,0,0
EM102575,Promotional,Version_A,2025-04-30,Mobile,East,Returning,1,0,0,0,0
EM102576,Newsletter,Version_A,2025-05-02,Mobile,South,Returning,1,0,0,0,0
EM102577,Promotional,Version_B,2025-01-10,Desktop,East,New,1,1,0,0,0
EM102578,Promotional,Version_A,2025-02-11,Mobile,South,New,1,0,0,0,0
EM102579,Promotional,Version_A,2025-05-04,Mobile,North,New,1,0,0,0,0
EM102580,Welcome,Version_B,2025-05-02,Desktop,East,Returning,1,0,0,0,0
EM102581,Newsletter,Version_B,2025-02-09,Desktop,South,VIP,0,0,0,0,0
EM102582,Promotional,Version_B,2025-04-03,Mobile,South,New,1,0,0,0,0
EM102583,Promotional,Version_B,2025-03-30,Desktop,West,Returning,1,1,1,0,0
EM102584,Promotional,Version_A,2025-01-07,Desktop,North,New,1,0,0,0,0
EM102585,Promotional,Version_A,2025-06-09,Desktop,West,New,1,0,0,0,0
EM102586,Welcome,Version_A,2025-05-31,Mobile,West,Returning,1,1,0,0,0
EM102587,Promotional,Version_B,2025-03-03,Mobile,East,Returning,1,0,0,0,0
EM102588,Welcome,Version_B,2025-03-08,Mobile,South,VIP,1,0,0,0,0
EM102589,Newsletter,Version_B,2024-12-16,Tablet,South,New,1,0,0,0,0
EM102590,Newsletter,Version_B,2025-06-14,Mobile,South,Returning,1,0,0,0,0
EM102591,Newsletter,Version_B,2025-05-06,Tablet,East,Returning,1,1,1,0,0
EM102592,Promotional,Version_A,2025-01-31,Mobile,East,New,1,1,1,0,0
EM102593,Promotional,Version_A,2025-03-22,Mobile,North,VIP,0,0,0,0,0
EM102594,Welcome,Version_A,2025-06-14,Mobile,West,VIP,1,0,0,0,0
EM102595,Newsletter,Version_A,2025-01-29,Mobile,North,New,1,1,0,0,0
EM102596,Promotional,Version_B,2025-06-15,Tablet,North,Returning,1,0,0,0,0
EM102597,Promotional,Version_A,2025-03-19,Desktop,East,New,1,0,0,0,0
EM102598,Promotional,Version_B,2025-05-21,Desktop,South,Returning,1,0,0,0,0
EM102599,Welcome,Version_B,2025-05-19,Desktop,East,Returning,1,0,0,0,0
EM102600,Promotional,Version_A,2025-06-12,Desktop,East,New,1,0,0,0,0
EM102601,Welcome,Version_A,2025-03-21,Tablet,East,VIP,1,0,0,0,0
EM102602,Newsletter,Version_A,2025-06-01,Mobile,North,Returning,1,0,0,0,0
EM102603,Promotional,Version_A,2025-04-06,Desktop,South,VIP,1,0,0,0,0
EM102604,Welcome,Version_B,2025-01-04,Desktop,East,New,1,0,0,0,0
EM102605,Promotional,Version_A,2025-03-11,Tablet,North,Returning,1,0,0,0,0
EM102606,Welcome,Version_B,2025-01-25,Desktop,East,Returning,1,0,0,0,0
EM102607,Promotional,Version_B,2024-12-27,Tablet,West,New,1,0,0,0,0
EM102608,Newsletter,Version_B,2025-01-28,Desktop,South,New,1,0,0,0,0
EM102609,Welcome,Version_B,2025-03-14,Mobile,North,VIP,1,1,0,0,0
EM102610,Newsletter,Version_A,2025-06-14,Mobile,West,Returning,0,0,0,0,0
EM102611,Welcome,Version_A,2025-05-10,Desktop,East,New,1,0,0,0,0
EM102612,Welcome,Version_A,2025-05-18,Desktop,West,VIP,1,1,1,1,0
EM102613,Newsletter,Version_A,2025-05-31,Mobile,West,New,1,1,0,0,0
EM102614,Promotional,Version_B,2025-04-28,Mobile,North,Returning,1,0,0,0,0
EM102615,Welcome,Version_B,2025-01-08,Mobile,South,Returning,1,1,1,1,0
EM102616,Promotional,Version_A,2025-06-09,Desktop,South,Returning,1,0,0,0,0
EM102617,Promotional,Version_A,2025-03-28,Mobile,North,New,1,1,0,0,0
EM102618,Newsletter,Version_A,2025-05-27,Desktop,East,Returning,1,0,0,0,0
EM102619,Promotional,Version_B,2025-02-23,Mobile,West,Returning,1,0,0,0,0
