email_id,campaign_type,subject_line,sent_date,device_type,region,customer_segment,delivered,opened,clicked,converted,unsubscribed,bounced,sent_week
EM101069,Promotional,Version_B,2025-03-06,Desktop,West,New,1,1,0,0,0,0,2025-03-03
EM101070,Promotional,Version_A,2025-04-22,Mobile,South,Returning,1,0,0,0,0,0,2025-04-21
EM101071,Welcome,Version_B,2024-12-25,Mobile,East,New,1,1,0,0,0,0,2024-12-23
EM101072,Welcome,Version_A,2025-05-23,Mobile,West,Returning,1,0,0,0,0,0,2025-05-19
EM101073,Welcome,Version_A,2025-03-31,Mobile,South,Returning,1,1,1,1,0,0,2025-03-31
EM101074,Newsletter,Version_A,2025-06-09,Mobile,West,New,1,1,0,0,0,0,2025-06-09
EM101075,Promotional,Version_B,2025-03-15,Mobile,South,New,1,0,0,0,0,0,2025-03-10
EM101076,Promotional,Version_A,2025-05-21,Mobile,West,New,1,0,0,0,0,0,2025-05-19
EM101077,Promotional,Version_A,2025-02-12,Desktop,South,New,1,1,0,0,0,0,2025-02-10
EM101078,Welcome,Version_A,2025-05-01,Mobile,West,Returning,1,0,0,0,0,0,2025-04-28
EM101079,Newsletter,Version_B,2025-03-26,Mobile,East,New,0,0,0,0,0,1,2025-03-24
EM101080,Newsletter,Version_B,2025-05-12,Tablet,North,Returning,1,0,0,0,0,0,2025-05-12
EM101081,Welcome,Version_A,2024-12-20,Desktop,West,Returning,1,0,0,0,0,0,2024-12-16
EM101082,Promotional,Version_A,2025-05-29,Mobile,South,New,1,0,0,0,0,0,2025-05-26
EM101083,Newsletter,Version_B,2025-04-18,Tablet,East,New,1,1,0,0,0,0,2025-04-14
EM101084,Newsletter,Version_B,2025-04-09,Mobile,West,New,1,1,0,0,0,0,2025-04-07
EM101085,Promotional,Version_A,2024-12-22,Mobile,South,Returning,1,0,0,0,0,0,2024-12-16
EM101086,Promotional,Version_B,2025-02-22,Tablet,North,New,0,0,0,0,0,1,2025-02-17
EM101087,Welcome,Version_B,2025-05-25,Desktop,South,New,1,1,0,0,0,0,2025-05-19
EM101088,Newsletter,Version_A,2025-06-09,Mobile,West,New,1,0,0,0,0,0,2025-06-09
EM101089,Welcome,Version_B,2025-01-23,Desktop,South,VIP,0,0,0,0,0,1,2025-01-20
EM101090,Newsletter,Version_B,2025-03-10,Desktop,South,Returning,1,1,0,0,0,0,2025-03-10
EM101091,Promotional,Version_B,2025-01-12,Mobile,North,VIP,1,0,0,0,0,0,2025-01-06
EM101092,Promotional,Version_A,2024-12-23,Mobile,West,New,1,0,0,0,0,0,2024-12-23
EM101093,Promotional,Version_A,2025-01-04,Mobile,West,New,1,1,1,0,0,0,2024-12-30
EM101094,Welcome,Version_A,2025-01-15,Tablet,North,New,1,0,0,0,1,0,2025-01-13
EM101095,Welcome,Version_A,2025-02-24,Mobile,East,VIP,1,1,0,0,0,0,2025-02-24
EM101096,Welcome,Version_B,2025-06-15,Desktop,South,New,1,1,0,0,0,0,2025-06-09
EM101097,Welcome,Version_B,2025-06-03,Mobile,South,Returning,1,0,0,0,0,0,2025-06-02
EM101098,Newsletter,Version_B,2024-12-24,Mobile,South,New,1,0,0,0,0,0,2024-12-23
EM101099,Promotional,Version_B,2025-06-09,Desktop,West,Returning,1,1,0,0,0,0,2025-06-09
EM101100,Welcome,Version_A,2025-03-11,Desktop,West,New,1,1,1,0,0,0,2025-03-10
EM101101,Newsletter,Version_B,2025-03-08,Mobile,South,Returning,1,0,0,0,0,0,2025-03-03
EM101102,Newsletter,Version_B,2025-05-04,Mobile,West,VIP,1,0,0,0,0,0,2025-04-28
EM101103,Newsletter,Version_A,2025-03-10,Desktop,North,New,1,0,0,0,0,0,2025-03-10
EM101104,Newsletter,Version_B,2025-01-24,Mobile,North,Returning,1,0,0,0,0,0,2025-01-20
EM101105,Welcome,Version_A,2025-01-14,Mobile,West,Returning,1,0,0,0,0,0,2025-01-13
EM101106,Promotional,Version_B,2025-04-02,Desktop,South,Returning,1,1,0,0,0,0,2025-03-31
EM101107,Newsletter,Version_B,2025-01-15,Mobile,South,New,1,0,0,0,0,0,2025-01-13
EM101108,Promotional,Version_A,2025-06-05,Mobile,South,New,1,0,0,0,0,0,2025-06-02
EM101109,Welcome,Version_B,2024-12-27,Mobile,South,Returning,1,1,1,0,0,0,2024-12-23
EM101110,Newsletter,Version_B,2025-04-14,Tablet,West,New,1,0,0,0,0,0,2025-04-14
EM101111,Welcome,Version_A,2025-05-16,Mobile,East,VIP,1,0,0,0,0,0,2025-05-12
EM101112,Welcome,Version_A,2025-04-11,Desktop,East,Returning,1,1,0,0,0,0,2025-04-07
EM101113,Promotional,Version_A,2025-03-30,Mobile,South,Returning,1,0,0,0,0,0,2025-03-24
EM101114,Promotional,Version_B,2024-12-29,Mobile,South,New,1,1,1,1,0,0,2024-12-23
EM101115,Promotional,Version_B,2025-02-16,Mobile,South,Returning,1,0,0,0,0,0,2025-02-10
EM101116,Welcome,Version_B,2025-04-10,Mobile,East,Returning,1,1,0,0,0,0,2025-04-07
EM101117,Newsletter,Version_B,2024-12-22,Desktop,North,Returning,1,1,1,0,0,0,2024-12-16
EM101118,Promotional,Version_B,2025-05-08,Mobile,East,New,1,0,0,0,0,0,2025-05-05
EM101119,Welcome,Version_A,2024-12-19,Desktop,West,VIP,1,1,0,0,0,0,2024-12-16
EM101120,Newsletter,Version_B,2025-05-04,Mobile,East,New,1,0,0,0,0,0,2025-04-28
EM101121,Newsletter,Version_A,2025-01-04,Mobile,West,New,1,0,0,0,0,0,2024-12-30
EM101122,Newsletter,Version_A,2025-04-10,Mobile,South,VIP,1,0,0,0,0,0,2025-04-07
EM101123,Newsletter,Version_B,2025-04-17,Desktop,West,Returning,1,0,0,0,0,0,2025-04-14
EM101124,Promotional,Version_A,2025-04-08,Desktop,South,New,1,1,0,0,0,0,2025-04-07
EM101125,Promotional,Version_B,2025-01-27,Desktop,North,VIP,1,0,0,0,0,0,2025-01-27
EM101126,Welcome,Version_B,2025-02-05,Mobile,South,New,1,1,0,0,0,0,2025-02-03
EM101127,Promotional,Version_A,2025-05-19,Desktop,South,New,1,0,0,0,0,0,2025-05-19
EM101128,Promotional,Version_A,2025-02-18,Mobile,North,Returning,1,1,0,0,0,0,2025-02-17
EM101129,Promotional,Version_B,2025-05-12,Desktop,South,New,1,0,0,0,0,0,2025-05-12
EM101130,Newsletter,Version_B,2025-03-29,Tablet,South,VIP,1,0,0,0,0,0,2025-03-24
EM101131,Promotional,Version_A,2025-04-19,Mobile,South,Returning,1,1,1,0,0,0,2025-04-14
EM101132,Welcome,Version_A,2025-04-13,Mobile,East,New,1,0,0,0,0,0,2025-04-07
EM101133,Welcome,Version_B,2025-02-09,Desktop,West,VIP,1,0,0,0,0,0,2025-02-03
EM101134,Promotional,Version_B,2025-02-07,Desktop,South,New,1,0,0,0,0,0,2025-02-03
EM101135,Welcome,Version_A,2025-04-23,Mobile,East,Returning,1,1,0,0,1,0,2025-04-21
EM101136,Newsletter,Version_A,2025-03-18,Tablet,South,VIP,1,0,0,0,0,0,2025-03-17
EM101137,Promotional,Version_B,2025-02-17,Desktop,West,VIP,1,1,0,0,0,0,2025-02-17
EM101138,Promotional,Version_B,2025-04-03,Mobile,South,New,1,0,0,0,0,0,2025-03-31
EM101139,Promotional,Version_B,2025-04-24,Mobile,West,New,1,1,0,0,0,0,2025-04-21
EM101140,Newsletter,Version_B,2024-12-19,Desktop,East,New,1,0,0,0,0,0,2024-12-16
EM101141,Promotional,Version_B,2025-02-18,Mobile,East,Returning,1,0,0,0,0,0,2025-02-17
EM101142,Promotional,Version_A,2025-03-14,Mobile,South,Returning,1,1,1,0,0,0,2025-03-10
EM101143,Promotional,Version_B,2025-05-09,Desktop,North,New,1,0,0,0,0,0,2025-05-05
EM101144,Promotional,Version_A,2025-04-30,Desktop,West,New,1,0,0,0,0,0,2025-04-28
EM101145,Newsletter,Version_B,2025-05-13,Desktop,South,Returning,1,0,0,0,0,0,2025-05-12
EM101146,Newsletter,Version_A,2025-05-19,Mobile,East,New,1,0,0,0,0,0,2025-05-19
EM101147,Promotional,Version_A,2025-05-03,Desktop,South,New,1,0,0,0,0,0,2025-04-28
EM101148,Newsletter,Version_B,2025-01-20,Tablet,West,VIP,1,0,0,0,0,0,2025-01-20
EM101149,Newsletter,Version_B,2025-04-12,Mobile,South,New,1,0,0,0,0,0,2025-04-07
EM101150,Newsletter,Version_A,2025-03-22,Desktop,West,Returning,1,1,0,0,0,0,2025-03-17
EM101151,Newsletter,Version_B,2025-06-02,Tablet,East,New,1,0,0,0,0,0,2025-06-02
EM101152,Promotional,Version_A,2025-02-06,Desktop,North,New,1,1,1,0,0,0,2025-02-03
EM101153,Promotional,Version_A,2025-06-02,Desktop,North,Returning,1,0,0,0,0,0,2025-06-02
EM101154,Promotional,Version_B,2025-04-15,Mobile,East,Returning,1,1,0,0,0,0,2025-04-14
EM101155,Newsletter,Version_A,2025-02-19,Mobile,East,Returning,1,1,0,0,0,0,2025-02-17
EM101156,Welcome,Version_B,2025-02-08,Desktop,South,New,1,1,1,1,0,0,2025-02-03
EM101157,Newsletter,Version_A,2025-01-29,Desktop,East,Returning,1,0,0,0,0,0,2025-01-27
EM101158,Newsletter,Version_B,2024-12-19,Tablet,East,Returning,1,1,0,0,0,0,2024-12-16
EM101159,Welcome,Version_B,2025-02-08,Mobile,West,New,1,0,0,0,0,0,2025-02-03
EM101160,Newsletter,Version_A,2025-05-14,Mobile,South,VIP,1,0,0,0,0,0,2025-05-12
EM101161,Welcome,Version_A,2025-02-14,Mobile,West,VIP,1,0,0,0,0,0,2025-02-10
EM101162,Promotional,Version_B,2025-05-04,Desktop,South,VIP,1,1,1,0,0,0,2025-04-28
EM101163,Newsletter,Version_B,2025-02-11,Mobile,South,Returning,1,0,0,0,0,0,2025-02-10
EM101164,Welcome,Version_A,2025-01-11,Desktop,North,New,0,0,0,0,0,1,2025-01-06
EM101165,Newsletter,Version_B,2024-12-20,Mobile,North,Returning,1,0,0,0,0,0,2024-12-16
EM101166,Newsletter,Version_A,2025-02-13,Mobile,East,Returning,1,1,0,0,0,0,2025-02-10
EM101167,Promotional,Version_A,2025-06-05,Mobile,South,New,1,1,0,0,0,0,2025-06-02
EM101168,Welcome,Version_A,2025-03-17,Desktop,East,Returning,1,1,1,0,0,0,2025-03-17
EM101169,Promotional,Version_A,2024-12-26,Desktop,West,New,1,0,0,0,0,0,2024-12-23
EM101170,Promotional,Version_B,2025-05-26,Tablet,East,New,1,0,0,0,0,0,2025-05-26
EM101171,Newsletter,Version_B,2025-02-14,Desktop,West,New,1,0,0,0,0,0,2025-02-10
EM101172,Promotional,Version_B,2025-04-05,Mobile,North,VIP,1,0,0,0,0,0,2025-03-31
EM101173,Promotional,Version_B,2024-12-19,Mobile,North,Returning,1,1,1,0,0,0,2024-12-16
EM101174,Promotional,Version_B,2025-02-18,Tablet,West,New,1,0,0,0,0,0,2025-02-17
EM101175,Promotional,Version_B,2025-02-20,Desktop,West,Returning,1,0,0,0,0,0,2025-02-17
EM101176,Newsletter,Version_B,2025-03-10,Mobile,West,New,1,0,0,0,0,0,2025-03-10
EM101177,Welcome,Version_B,2025-04-02,Desktop,East,Returning,1,0,0,0,0,0,2025-03-31
EM101178,Newsletter,Version_B,2025-04-07,Mobile,West,VIP,1,0,0,0,0,0,2025-04-07
EM101179,Promotional,Version_A,2025-03-04,Mobile,South,Returning,1,0,0,0,0,0,2025-03-03
EM101180,Newsletter,Version_B,2025-02-18,Mobile,West,Returning,1,0,0,0,0,0,2025-02-17
EM101181,Promotional,Version_B,2025-06-01,Desktop,North,Returning,1,1,1,0,0,0,2025-05-26
EM101182,Promotional,Version_B,2025-05-18,Mobile,West,Returning,1,0,0,0,0,0,2025-05-12
EM101183,Newsletter,Version_B,2025-02-28,Mobile,North,Returning,1,0,0,0,0,0,2025-02-24
EM101184,Welcome,Version_B,2024-12-19,Mobile,North,Returning,1,0,0,0,0,0,2024-12-16
EM101185,Newsletter,Version_B,2025-04-26,Mobile,East,Returning,1,1,0,0,0,0,2025-04-21
EM101186,Promotional,Version_A,2025-03-10,Mobile,West,VIP,1,0,0,0,0,0,2025-03-10
EM101187,Welcome,Version_B,2025-05-04,Mobile,North,Returning,1,0,0,0,0,0,2025-04-28
EM101188,Promotional,Version_A,2025-03-04,Mobile,South,Returning,1,1,0,0,0,0,2025-03-03
EM101189,Newsletter,Version_B,2025-03-14,Tablet,West,Returning,1,0,0,0,0,0,2025-03-10
EM101190,Welcome,Version_B,2025-04-30,Mobile,West,New,1,1,0,0,0,0,2025-04-28
EM101191,Promotional,Version_A,2025-06-08,Mobile,North,New,1,0,0,0,0,0,2025-06-02
EM101192,Promotional,Version_A,2025-01-15,Mobile,East,Returning,1,0,0,0,0,0,2025-01-13
EM101193,Promotional,Version_B,2025-03-07,Desktop,East,Returning,1,0,0,0,0,0,2025-03-03
EM101194,Welcome,Version_A,2025-01-19,Desktop,West,Returning,1,0,0,0,0,0,2025-01-13
EM101195,Newsletter,Version_A,2025-05-06,Mobile,West,New,1,0,0,0,0,0,2025-05-05
EM101196,Newsletter,Version_B,2025-04-30,Desktop,East,New,1,0,0,0,0,0,2025-04-28
EM101197,Newsletter,Version_A,2024-12-30,Desktop,East,VIP,1,0,0,0,0,0,2024-12-30
EM101198,Newsletter,Version_A,2024-12-20,Desktop,South,New,1,0,0,0,0,0,2024-12-16
EM101199,Welcome,Version_B,2025-02-24,Mobile,West,New,1,1,1,0,0,0,2025-02-24
EM101200,Newsletter,Version_A,2025-05-24,Mobile,West,New,1,0,0,0,0,0,2025-05-19
EM101201,Welcome,Version_A,2025-04-03,Desktop,West,Returning,1,1,1,1,0,0,2025-03-31
EM101202,Welcome,Version_B,2025-03-24,Desktop,East,Returning,1,0,0,0,0,0,2025-03-24
EM101203,Promotional,Version_B,2025-06-02,Desktop,North,VIP,1,1,0,0,0,0,2025-06-02
EM101204,Promotional,Version_B,2025-02-11,Mobile,South,New,1,1,0,0,0,0,2025-02-10
EM101205,Newsletter,Version_B,2025-01-19,Mobile,East,VIP,1,0,0,0,0,0,2025-01-13
EM101206,Promotional,Version_B,2025-01-17,Desktop,East,New,1,0,0,0,0,0,2025-01-13
EM101207,Promotional,Version_A,2025-04-23,Desktop,South,New,1,0,0,0,0,0,2025-04-21
EM101208,Promotional,Version_A,2024-12-27,Mobile,West,Returning,1,0,0,0,0,0,2024-12-23
EM101209,Newsletter,Version_A,2025-06-03,Mobile,North,New,1,0,0,0,1,0,2025-06-02
EM101210,Promotional,Version_A,2025-02-09,Mobile,South,New,1,1,1,0,0,0,2025-02-03
EM101211,Promotional,Version_B,2024-12-21,Desktop,North,New,1,0,0,0,0,0,2024-12-16
EM101212,Welcome,Version_B,2025-02-11,Desktop,West,New,1,0,0,0,0,0,2025-02-10
EM101213,Newsletter,Version_A,2025-04-04,Desktop,North,VIP,1,0,0,0,0,0,2025-03-31
EM101214,Promotional,Version_B,2025-04-09,Desktop,West,New,1,0,0,0,0,0,2025-04-07
EM101215,Welcome,Version_A,2025-02-03,Mobile,East,VIP,1,0,0,0,0,0,2025-02-03
EM101216,Welcome,Version_A,2024-12-17,Desktop,West,VIP,1,0,0,0,0,0,2024-12-16
EM101217,Promotional,Version_B,2025-05-18,Tablet,South,New,1,1,0,0,0,0,2025-05-12
EM101218,Promotional,Version_A,2025-02-06,Tablet,South,Returning,1,1,0,0,0,0,2025-02-03
EM101219,Promotional,Version_A,2025-03-18,Desktop,West,Returning,1,0,0,0,0,0,2025-03-17
EM101220,Newsletter,Version_A,2025-01-17,Mobile,West,Returning,1,1,0,0,0,0,2025-01-13
EM101221,Welcome,Version_A,2025-01-06,Desktop,East,VIP,1,1,1,0,0,0,2025-01-06
EM101222,Promotional,Version_B,2025-01-31,Desktop,East,Returning,0,0,0,0,0,1,2025-01-27
EM101223,Newsletter,Version_B,2025-02-07,Desktop,West,New,1,1,0,0,0,0,2025-02-03
EM101224,Promotional,Version_A,2024-12-31,Mobile,North,Returning,1,1,0,0,0,0,2024-12-30
EM101225,Promotional,Version_A,2025-03-03,Tablet,East,VIP,1,0,0,0,0,0,2025-03-03
EM101226,Promotional,Version_B,2025-02-14,Mobile,South,Returning,1,0,0,0,0,0,2025-02-10
EM101227,Promotional,Version_B,2025-04-18,Mobile,East,VIP,1,0,0,0,0,0,2025-04-14
EM101228,Newsletter,Version_A,2025-02-13,Mobile,East,Returning,1,0,0,0,0,0,2025-02-10
EM101229,Promotional,Version_A,2025-01-27,Desktop,East,New,1,1,1,0,0,0,2025-01-27
EM101230,Newsletter,Version_B,2025-02-23,Mobile,East,VIP,0,0,0,0,0,1,2025-02-17
EM101231,Welcome,Version_B,2025-04-18,Mobile,West,VIP,1,1,0,0,0,0,2025-04-14
EM101232,Welcome,Version_A,2025-04-21,Desktop,East,New,1,0,0,0,0,0,2025-04-21
EM101233,Welcome,Version_B,2024-12-17,Desktop,North,New,1,1,0,0,0,0,2024-12-16
EM101234,Promotional,Version_A,2025-02-19,Desktop,East,Returning,1,0,0,0,0,0,2025-02-17
EM101235,Promotional,Version_B,2025-04-05,Mobile,East,Returning,1,0,0,0,0,0,2025-03-31
EM101236,Newsletter,Version_B,2025-03-23,Desktop,South,New,1,0,0,0,0,0,2025-03-17
EM101237,Promotional,Version_B,2025-04-29,Mobile,East,New,1,0,0,0,0,0,2025-04-28
EM101238,Newsletter,Version_A,2025-05-17,Mobile,South,Returning,1,0,0,0,0,0,2025-05-12
EM101239,Welcome,Version_A,2025-04-13,Mobile,South,New,1,0,0,0,0,0,2025-04-07
EM101240,Newsletter,Version_A,2025-05-06,Desktop,West,New,1,0,0,0,0,0,2025-05-05
EM101241,Newsletter,Version_B,2025-04-26,Mobile,South,Returning,1,1,0,0,0,0,2025-04-21
EM101242,Newsletter,Version_A,2025-05-04,Mobile,South,VIP,1,0,0,0,0,0,2025-04-28
EM101243,Newsletter,Version_A,2025-03-27,Mobile,North,Returning,1,0,0,0,0,0,2025-03-24
EM101244,Newsletter,Version_A,2025-05-03,Mobile,North,Returning,1,0,0,0,0,0,2025-04-28
EM101245,Promotional,Version_B,2025-02-15,Tablet,South,Returning,1,0,0,0,0,0,2025-02-10
EM101246,Welcome,Version_A,2025-04-29,Tablet,West,Returning,1,0,0,0,0,0,2025-04-28
EM101247,Welcome,Version_A,2025-01-17,Mobile,North,New,1,0,0,0,0,0,2025-01-13
EM101248,Newsletter,Version_A,2025-01-05,Mobile,North,New,1,0,0,0,0,0,2024-12-30
EM101249,Promotional,Version_B,2025-02-02,Mobile,West,New,1,0,0,0,0,0,2025-01-27
EM101250,Newsletter,Version_B,2025-05-03,Desktop,East,VIP,1,0,0,0,0,0,2025-04-28
EM101251,Promotional,Version_B,2025-05-13,Mobile,North,Returning,1,0,0,0,0,0,2025-05-12
EM101252,Welcome,Version_B,2025-03-15,Mobile,South,Returning,1,1,0,0,0,0,2025-03-10
EM101253,Welcome,Version_B,2025-03-06,Mobile,South,VIP,1,1,0,0,0,0,2025-03-03
EM101254,Promotional,Version_A,2025-01-02,Mobile,South,VIP,1,1,0,0,0,0,2024-12-30
EM101255,Promotional,Version_B,2025-04-16,Mobile,West,VIP,1,0,0,0,0,0,2025-04-14
EM101256,Welcome,Version_A,2025-04-26,Mobile,South,New,1,0,0,0,0,0,2025-04-21
EM101257,Promotional,Version_A,2024-12-30,Mobile,East,Returning,1,0,0,0,0,0,2024-12-30
EM101258,Welcome,Version_B,2025-04-06,Mobile,West,Returning,1,1,1,0,0,0,2025-03-31
EM101259,Promotional,Version_A,2025-06-01,Tablet,North,Returning,1,1,0,0,0,0,2025-05-26
EM101260,Promotional,Version_A,2025-01-02,Mobile,West,New,1,0,0,0,0,0,2024-12-30
EM101261,Newsletter,Version_A,2025-04-01,Mobile,South,Returning,1,0,0,0,0,0,2025-03-31
EM101262,Promotional,Version_B,2025-01-05,Tablet,West,New,1,0,0,0,0,0,2024-12-30
EM101263,Promotional,Version_A,2025-05-08,Desktop,West,Returning,1,1,1,1,0,0,2025-05-05
EM101264,Welcome,Version_B,2025-01-18,Mobile,West,Returning,1,1,1,0,0,0,2025-01-13
EM101265,Welcome,Version_B,2025-05-30,Desktop,West,New,1,1,1,1,0,0,2025-05-26
EM101266,Promotional,Version_B,2025-02-25,Mobile,East,New,1,0,0,0,0,0,2025-02-24
EM101267,Promotional,Version_A,2025-02-07,Desktop,West,Returning,1,0,0,0,0,0,2025-02-03
EM101268,Promotional,Version_B,2025-04-26,Tablet,South,Returning,1,0,0,0,0,0,2025-04-21
EM101269,Promotional,Version_A,2025-02-25,Mobile,North,Returning,1,0,0,0,0,0,2025-02-24
EM101270,Promotional,Version_A,2025-04-08,Mobile,East,Returning,1,0,0,0,0,0,2025-04-07
EM101271,Newsletter,Version_A,2024-12-25,Mobile,West,VIP,1,0,0,0,0,0,2024-12-23
EM101272,Newsletter,Version_B,2025-03-02,Desktop,North,New,1,0,0,0,0,0,2025-02-24
EM101273,Welcome,Version_A,2025-04-03,Desktop,East,Returning,1,0,0,0,0,0,2025-03-31
EM101274,Promotional,Version_A,2025-05-31,Desktop,South,Returning,1,1,1,0,0,0,2025-05-26
EM101275,Welcome,Version_A,2025-03-08,Mobile,South,VIP,1,0,0,0,0,0,2025-03-03
EM101276,Welcome,Version_A,2025-03-21,Mobile,North,New,1,1,1,0,0,0,2025-03-17
EM101277,Newsletter,Version_B,2025-04-25,Desktop,West,New,1,0,0,0,0,0,2025-04-21
EM101278,Welcome,Version_B,2025-04-20,Mobile,North,New,1,0,0,0,0,0,2025-04-14
EM101279,Promotional,Version_B,2025-03-04,Mobile,East,VIP,1,1,1,1,0,0,2025-03-03
EM101280,Promotional,Version_A,2025-04-08,Mobile,North,Returning,1,0,0,0,0,0,2025-04-07
EM101281,Newsletter,Version_A,2025-02-16,Desktop,North,New,0,0,0,0,0,1,2025-02-10
EM101282,Promotional,Version_B,2025-02-19,Desktop,West,New,1,1,0,0,0,0,2025-02-17
EM101283,Welcome,Version_A,2025-03-20,Desktop,South,New,1,1,1,0,0,0,2025-03-17
EM101284,Promotional,Version_B,2025-01-17,Mobile,West,Returning,1,0,0,0,0,0,2025-01-13
EM101285,Promotional,Version_A,2025-04-06,Tablet,South,Returning,1,1,1,0,0,0,2025-03-31
EM101286,Welcome,Version_B,2025-03-13,Desktop,West,Returning,1,0,0,0,0,0,2025-03-10
EM101287,Promotional,Version_A,2025-04-28,Mobile,South,New,1,1,1,1,0,0,2025-04-28
EM101288,Welcome,Version_A,2025-05-26,Mobile,West,New,1,0,0,0,0,0,2025-05-26
EM101289,Welcome,Version_B,2025-05-20,Mobile,South,Returning,1,1,0,0,0,0,2025-05-19
EM101290,Promotional,Version_B,2025-01-08,Tablet,South,New,1,0,0,0,0,0,2025-01-06
EM101291,Welcome,Version_A,2025-01-11,Mobile,South,VIP,1,0,0,0,0,0,2025-01-06
EM101292,Promotional,Version_B,2025-02-21,Mobile,South,New,1,0,0,0,0,0,2025-02-17
EM101293,Promotional,Version_B,2025-05-18,Mobile,West,New,1,0,0,0,0,0,2025-05-12
EM101294,Newsletter,Version_A,2025-02-28,Desktop,East,Returning,1,0,0,0,0,0,2025-02-24
EM101295,Welcome,Version_A,2025-03-06,Mobile,South,VIP,1,1,0,0,0,0,2025-03-03
EM101296,Welcome,Version_A,2025-04-29,Mobile,South,New,1,0,0,0,0,0,2025-04-28
EM101297,Welcome,Version_A,2025-05-29,Mobile,South,Returning,1,0,0,0,0,0,2025-05-26
EM101298,Promotional,Version_B,2025-04-12,Mobile,South,Returning,1,0,0,0,0,0,2025-04-07
EM101299,Newsletter,Version_A,2025-03-18,Mobile,South,New,1,0,0,0,0,0,2025-03-17
EM101300,Welcome,Version_A,2025-04-30,Mobile,North,New,1,0,0,0,0,0,2025-04-28
EM101301,Newsletter,Version_A,2025-04-05,Desktop,North,VIP,1,0,0,0,0,0,2025-03-31
EM101302,Welcome,Version_B,2025-01-26,Desktop,South,New,1,0,0,0,0,0,2025-01-20
EM101303,Promotional,Version_A,2025-01-08,Desktop,South,Returning,1,0,0,0,0,0,2025-01-06
EM101304,Newsletter,Version_A,2025-03-18,Mobile,South,VIP,1,0,0,0,0,0,2025-03-17
EM101305,Newsletter,Version_A,2025-02-18,Desktop,East,New,1,0,0,0,0,0,2025-02-17
EM101306,Newsletter,Version_B,2024-12-31,Mobile,West,New,1,0,0,0,0,0,2024-12-30
EM101307,Newsletter,Version_A,2025-04-02,Mobile,South,New,1,0,0,0,0,0,2025-03-31
EM101308,Promotional,Version_B,2025-04-28,Tablet,East,New,1,0,0,0,0,0,2025-04-28
EM101309,Newsletter,Version_A,2025-01-05,Desktop,East,New,1,0,0,0,0,0,2024-12-30
EM101310,Welcome,Version_A,2024-12-24,Desktop,South,Returning,1,0,0,0,0,0,2024-12-23
EM101311,Newsletter,Version_B,2025-03-14,Desktop,West,Returning,1,1,0,0,0,0,2025-03-10
EM101312,Promotional,Version_A,2025-05-04,Tablet,North,Returning,1,1,1,0,0,0,2025-04-28
EM101313,Newsletter,Version_B,2025-01-25,Desktop,South,VIP,1,0,0,0,0,0,2025-01-20
EM101314,Promotional,Version_B,2025-01-11,Desktop,South,New,1,0,0,0,0,0,2025-01-06
EM101315,Promotional,Version_B,2025-03-24,Desktop,North,New,1,1,0,0,0,0,2025-03-24
EM101316,Promotional,Version_B,2024-12-25,Mobile,West,New,1,0,0,0,0,0,2024-12-23
EM101317,Newsletter,Version_A,2025-04-30,Mobile,North,New,1,1,0,0,0,0,2025-04-28
EM101318,Welcome,Version_A,2025-03-05,Desktop,South,New,1,1,1,0,0,0,2025-03-03
EM101319,Welcome,Version_B,2025-02-07,Mobile,South,Returning,1,0,0,0,0,0,2025-02-03
EM101320,Welcome,Version_B,2024-12-19,Mobile,East,Returning,1,1,0,0,0,0,2024-12-16
EM101321,Welcome,Version_B,2025-02-21,Mobile,North,VIP,1,0,0,0,0,0,2025-02-17
EM101322,Newsletter,Version_A,2025-01-21,Mobile,East,New,1,1,0,0,0,0,2025-01-20
EM101323,Welcome,Version_A,2025-02-18,Tablet,East,Returning,1,1,1,0,0,0,2025-02-17
EM101324,Newsletter,Version_B,2025-02-16,Desktop,East,Returning,1,1,0,0,0,0,2025-02-10
EM101325,Promotional,Version_A,2025-05-16,Mobile,East,New,1,0,0,0,0,0,2025-05-12
EM101326,Welcome,Version_A,2025-06-12,Tablet,North,New,1,0,0,0,0,0,2025-06-09
EM101327,Newsletter,Version_A,2025-05-29,Tablet,North,VIP,1,0,0,0,0,0,2025-05-26
EM101328,Promotional,Version_B,2025-03-01,Mobile,North,Returning,1,0,0,0,0,0,2025-02-24
EM101329,Promotional,Version_A,2025-01-02,Tablet,South,VIP,1,0,0,0,0,0,2024-12-30
EM101330,Promotional,Version_B,2025-03-23,Mobile,West,Returning,1,0,0,0,0,0,2025-03-17
EM101331,Newsletter,Version_A,2025-01-08,Mobile,East,New,1,0,0,0,0,0,2025-01-06
EM101332,Welcome,Version_B,2025-01-31,Mobile,South,New,1,1,0,0,0,0,2025-01-27
EM101333,Newsletter,Version_B,2025-02-25,Desktop,North,VIP,1,0,0,0,0,0,2025-02-24
EM101334,Newsletter,Version_A,2025-01-18,Mobile,North,New,1,0,0,0,0,0,2025-01-13
EM101335,Promotional,Version_B,2025-06-11,Desktop,South,New,1,0,0,0,0,0,2025-06-09
EM101336,Welcome,Version_A,2025-05-06,Desktop,East,Returning,1,1,0,0,0,0,2025-05-05
EM101337,Promotional,Version_A,2025-02-01,Mobile,North,New,1,0,0,0,0,0,2025-01-27
EM101338,Welcome,Version_B,2025-05-21,Mobile,East,New,1,0,0,0,0,0,2025-05-19
